COMMUNITY_PAGE__C,ID,NAME,PAGE_CONTENT__C,WEBSTOREID__C,WEBSTOREID__R.NAME
Our_Mission__c,a1z7A000001SN7JQAW,Our Mission,"<img class=""c-banner__img"" src=""https://waltersurfacetechnologies--rundtc.sandbox.preview.salesforce-experience.com/us/webruntime/org-asset/d2adf48e24/resource/0817A000000RiNx/our-mission-banner.jpeg"" alt=""banner-image""></img>                  <div class=""c-banner__wrap container"">             <h3 class=""c-banner__wrap__heading"">About Us</h3>             <h2 class=""c-banner__wrap__heading-main"">Our Mission</h2>         </div>          <div class=""o-mission"">         <div class=""o-mission__content"">             <div class=""container o-mission__content__head"">                 <h3 class=""o-mission__content__heading"">                     Achieve Greatness                 </h3>             </div>             <div class=""row mb-5"">                 <div class=""col-6"">                     <img class=""o-mission__content__img"" src=""https://waltersurfacetechnologies--rundtc.sandbox.preview.salesforce-experience.com/us/webruntime/org-asset/d2adf4[…]A000000RiNx/mission_walter1.jpg""></img>                 </div>                 <div class=""col-6"">                     <div class=""o-mission__content__text-wrap"">                         <h3 class=""o-mission__content__text-wrap__heading"">                             Our Mission                         </h3>                         <ul class=""o-mission__content__text-wrap__list""><li class=""o-mission__content__list-item"">                                 To contribute to our customers&#39; success by helping them work better                             </li></ul>                     </div>                 </div>             </div>             <div class=""row mb-5"">                 <div class=""col-6"">                     <img class=""o-mission__content__img"" src=""https://waltersurfacetechnologies--rundtc.sandbox.preview.salesforce-experience.com/us/webruntime/org-asset/d2adf4[…]A000000RiNx/mission_walter1.jpg""></img>                 </div>                 <div class=""col-6"">                     <div class=""o-mission__content__text-wrap"">                         <h3 class=""o-mission__content__text-wrap__heading"">                             Our Pillars                         </h3>                         <ul class=""o-mission__content__text-wrap__list""><li class=""o-mission__content__list-item"">                                 PRODUCTIVITY                             </li><li class=""o-mission__content__list-item"">                                 SAFETY                             </li><li class=""o-mission__content__list-item"">                                 CUSTOMER EXPERIENCE                             </li></ul>                     </div>                 </div>             </div>             <div class=""row mb-5"">                 <div class=""col-6"">                     <img class=""o-mission__content__img"" src=""https://waltersurfacetechnologies--rundtc.sandbox.preview.salesforce-experience.com/us/webruntime/org-asset/d2adf4[…]A000000RiNx/mission_walter1.jpg""></img>                 </div>                 <div class=""col-6"">                     <div class=""o-mission__content__text-wrap"">                         <h3 class=""o-mission__content__text-wrap__heading"">                             Our Values                         </h3>                         <ul class=""o-mission__content__text-wrap__list""><li class=""o-mission__content__list-item"">                                 <span class=""o-mission__content__colored-text"">W</span>ALTER                             </li><li class=""o-mission__content__list-item"">                                 <span class=""o-mission__content__colored-text"">E</span>MPOWERMENT                             </li></ul>                         <ul class=""o-mission__content__text-wrap__list""><li class=""o-mission__content__list-item"">                                 <span class=""o-mission__content__colored-text"">C</span>USTOMER FOCUS                             </li><li class=""o-mission__content__list-item"">                                 <span class=""o-mission__content__colored-text"">A</span>CCOUNTABILITY                             </li><li class=""o-mission__content__list-item"">                                 <span class=""o-mission__content__colored-text"">R</span>ESULTS-DRIVEN                             </li><li class=""o-mission__content__list-item"">                                 <span class=""o-mission__content__colored-text"">E</span>XCELLENCE                             </li></ul>                     </div>                 </div>             </div>         </div>     </div>",0ZEO9000002S0ojOAC,Walter-EN_CA
History__c,a1z7A000001SN7OQAW,History,"<p style=""text-align: center;""><strong style=""font-size: 0.875em; color: rgb(255, 255, 255);"">ABOUT US</strong></p><p style=""text-align: center;""><br></p><h1 style=""text-align: center;"">HISTORY</h1><p style=""text-align: center;"">Discover Walter Surface Technologies&#39; Milestones</p><p style=""text-align: center;""><br></p><ul><li><a href=""https://www.walter.com/en_US/about-us/history#d50s"" target=""_blank"" style=""font-size: 0.875em; color: rgb(48, 48, 48);"">1950</a> <a href=""https://www.walter.com/en_US/about-us/history#d60s"" target=""_blank"" style=""font-size: 0.875em; color: rgb(48, 48, 48);"">1960</a> <a href=""https://www.walter.com/en_US/about-us/history#d70s"" target=""_blank"" style=""font-size: 0.875em; color: rgb(48, 48, 48);"">1970</a> <a href=""https://www.walter.com/en_US/about-us/history#d80s"" target=""_blank"" style=""font-size: 0.875em; color: rgb(48, 48, 48);"">1980</a> <a href=""https://www.walter.com/en_US/about-us/history#d90s"" target=""_blank"" style=""font-size: 0.875em; color: rgb(48, 48, 48);"">1990</a> <a href=""https://www.walter.com/en_US/about-us/history#d2000s"" target=""_blank"" style=""font-size: 0.875em; color: rgb(48, 48, 48);"">2000</a> <a href=""https://www.walter.com/en_US/about-us/history#d2010s"" target=""_blank"" style=""font-size: 0.875em; color: rgb(249, 161, 59);"">2010</a></li></ul><p style=""text-align: center;""><span style=""color: rgb(46, 55, 66);"">CHAPTER 01</span></p><h2 style=""text-align: center;""><strong>1950&#39;s</strong></h2><h3 style=""text-align: center;""><strong>1952</strong></h3><p style=""text-align: center;"">J. Walter Company founded</p><p style=""text-align: center;"">by Walter J. Somers in</p><p style=""text-align: center;"">Pointe-Claire (Quebec) Canada.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-walter-j-somers.jpg/01ef3081-42b3-4b8e-ab9d-0f52f3228d09?t=1410870553167"" alt=""""></img></span></p><h3><strong>1956</strong></h3><p>First 4 1/2&quot; vertical grinder</p><p>introduced by J. Walter</p><p>Company.</p><p style=""text-align: right;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-1956-01.jpg/ff21e7e0-9537-44e5-8187-45abe9e3c7af?t=1410870544893"" alt=""""></img></span></p><p><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-1957-01.jpg/6e6f24cc-f0f1-49dc-9137-fb0cd8ac2aad?t=1410870545232"" alt=""""></img></span></p><h3><strong>1957</strong></h3><p>Introduction of the First</p><p>Jigsaw power tool.</p><h3 style=""text-align: center;""><strong>1959</strong></h3><p style=""text-align: center;"">Introduction of Walter Machinery (1959-1984).</p><p style=""text-align: center;"">Introduction of High Performance Power Tools and the first cold saw</p><p style=""text-align: center;"">(metal cutting circular saw).</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/1959_machinery.jpg/f94f5bcc-d3e6-404d-87d9-70c81e55d799?t=1411069180951"" alt=""1959 - Introduction of Walter Machinery for straightening, cutting and nibbling""></img></span></p><p style=""text-align: center;""><span style=""color: rgb(46, 55, 66);"">CHAPTER 02</span></p><h2 style=""text-align: center;""><strong>1960&#39;s</strong></h2><h3 style=""text-align: center;""><strong>1960</strong></h3><p style=""text-align: center;"">Launch of the Saw Blade Sharpening Service.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/1960_saw_service.jpg/8da2e72f-5f6d-4c33-ac43-62da611969c5?t=1411069384827"" alt=""1960-saw service""></img></span></p><h3><strong>1962</strong></h3><p>First 7&quot; Angle Grinder</p><p>introduced to the market.</p><p style=""text-align: right;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-1962-01.jpg/6eb04e6e-ed06-45ff-96b0-ff1c5454415e?t=1410870545575"" alt=""""></img></span></p><p><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-1967-01.jpg/09adf875-839a-4020-9dc7-32fa5933a01b?t=1410870545975"" alt=""""></img></span></p><h3><strong>1967</strong></h3><p>First 4 <span style=""font-size: 9.6px;"">1/2&quot;</span> angle grinder</p><p>&quot;MINI-GRINDER&quot;.</p><p style=""text-align: center;""><span style=""color: rgb(46, 55, 66);"">CHAPTER 03</span></p><h2 style=""text-align: center;""><strong>1970&#39;s</strong></h2><h3 style=""text-align: center;""><strong>1973</strong></h3><p style=""text-align: center;"">Introduction of the first flexible grinding wheels followed</p><p style=""text-align: center;"">by other unique high performance abrasives.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/1973_flexcut.jpg/20675b39-9ede-4027-945c-ca76e225ac8f?t=1411069422051"" alt=""1973- first flexcut wheel""></img></span></p><p style=""text-align: center;""><span style=""color: rgb(46, 55, 66);"">CHAPTER 04</span></p><h2 style=""text-align: center;""><strong>1980&#39;s</strong></h2><h3 style=""text-align: center;""><strong>1986</strong></h3><p style=""text-align: center;"">Introduction to Walter&#39;s market leading ZIPCUT/ ZIPWHEEL</p><p style=""text-align: center;"">high performance cutting wheel.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/1988_zipcut.jpg/1b1e389e-42d2-4f65-8d58-bb0f1cc80101?t=1411069426077"" alt=""1986- first zip cut wheel""></img></span></p><h3 style=""text-align: center;""><strong>1987</strong></h3><p style=""text-align: center;"">Introduction of Walter’s popular Safety Seminars. Since its inception,</p><p style=""text-align: center;"">it has reached over 55,000 metal fabrication personnel in Canada.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-1987-01.jpg/0c558ce3-5ef9-457a-af2d-8fc6e2ef3ee0?t=1410870546520"" alt=""""></img></span></p><h3 style=""text-align: center;""><strong>1989</strong></h3><p style=""text-align: center;"">Mr. Pierre Somers was appointed President</p><p style=""text-align: center;"">of the company in 1989.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-pierre-somers.jpg/ed8512c2-e872-4e71-adfb-8fb972545126?t=1410870552749"" alt=""""></img></span></p><p style=""text-align: center;""><span style=""color: rgb(46, 55, 66);"">CHAPTER 05</span></p><h2 style=""text-align: center;""><strong>1990&#39;s</strong></h2><h3 style=""text-align: center;""><strong>1990</strong></h3><p style=""text-align: center;"">Start-up of U.S. operations,</p><p style=""text-align: center;"">with a base office in Windsor, Connecticut.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-1990-01.jpg/47fe029c-c26b-46f1-9aa0-06b2a2957450?t=1410870547142"" alt=""""></img></span></p><h3 style=""text-align: center;""><strong>1996</strong></h3><p style=""text-align: center;"">Start-up of Brazilian operations in São Paulo</p><p style=""text-align: center;"">and the launch of the ENDURO-FLEX flap disc.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-1996-01.jpg/fa3d634e-be5b-4309-bfa1-fef25427b2ba?t=1410870547687"" alt=""""></img></span></p><h3 style=""text-align: center;""><strong>1999</strong></h3><p style=""text-align: center;"">Establishment of German operations through Joint-Venture</p><p style=""text-align: center;"">with CB-Chemie und Biotechnologie.</p><ul><li style=""text-align: center;"">ISO 9001 certification of Canadian operations.</li><li style=""text-align: center;"">ISO 14 001 certification of German operations.</li></ul><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-1999-01.jpg/80037607-a44b-4103-9769-93fc1e340c75?t=1410870548170"" alt=""""></img></span></p><p style=""text-align: center;""><span style=""color: rgb(46, 55, 66);"">CHAPTER 06</span></p><h2 style=""text-align: center;""><strong>2000&#39;s</strong></h2><h3 style=""text-align: center;""><strong>2000</strong></h3><p style=""text-align: center;"">Start-up of operations in Mexico.</p><p style=""text-align: center;"">Acquisition and conversion of Swiss operations.</p><p style=""text-align: center;"">Launch of Surfox, a safer and faster alternative for weld cleaning.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-2000-01.jpg/931820b4-67d6-499c-8fbd-5dce242cce48?t=1410870548731"" alt=""""></img></span></p><h3><strong>2001</strong></h3><p>Launch of Bio-Circle Parts</p><p>washing system using</p><p>bio-remediation.</p><p><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-2001-01.jpg/32d4d1c7-e338-4250-abe9-b82165360ea3?t=1410870549242"" alt=""""></img></span></p><h3><strong>2002</strong></h3><p>Celebration of 50th Anniversary</p><p>Walter J. Somers Chair at the</p><p>HEC Business School.</p><p>Bio-Circle certified by Environment.</p><p>Canada&#39;s Environmental Choice Program. -</p><p>Eco-Logo.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-2002-01.jpg/a3005104-ac14-4c8a-ae50-770004917e0b?t=1410870549708"" alt=""""></img></span></p><h3 style=""text-align: center;""><strong>2006</strong></h3><p style=""text-align: center;"">Technology Innovation Award by the Wall Street Journal.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-2006-01.jpg/0556747e-fda6-441a-9458-5248febbbc5d?t=1410870550257"" alt=""""></img></span></p><h3><strong>2008</strong></h3><p>ISO 14 001 certification</p><p>of Brazilian operations.</p><p>Bio-Circle L approved for the</p><p>NSF Non-food Compounds</p><p>Registration Program &amp; EPA</p><p>approval process started.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-2008-01.jpg/8a356ffe-859b-4d7d-9829-ec37be16df65?t=1410870550766"" alt=""""></img></span></p><h3 style=""text-align: center;""><strong>2009</strong></h3><p style=""text-align: center;"">Launch of LEED® (Leadership in Energy and Environmental Design Green Building</p><p style=""text-align: center;"">Rating System) building project for New International Headquarters in Pointe-Claire,</p><p style=""text-align: center;"">Quebec Canada.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10182/0/histo-2009-01.jpg/c82bfa75-d2a2-4639-bc63-89d6c037df26?t=1410870551173"" alt=""""></img></span></p><p style=""text-align: center;""><span style=""color: rgb(46, 55, 66);"">CHAPTER 07</span></p><h2 style=""text-align: center;""><strong>2010&#39;s</strong></h2><h3 style=""text-align: center;""><strong>2012</strong></h3><p style=""text-align: center;"">Building officially completed and certified LEED GOLD, in recognition performance</p><p style=""text-align: center;"">in five key areas of human and environmental health: sustainable site development,</p><p style=""text-align: center;"">water efficiency, energy efficiency, materials selection, indoor environmental quality.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/walter-building.jpg/9cfcc13c-fbba-4c24-bf1f-e6bb53598ac5?t=1538501560969"" alt=""""></img></span></p><h3 style=""text-align: center;""><strong>2013</strong></h3><p style=""text-align: center;"">Launch of ZIP-ONE, the thinnest cutting wheel on the market.</p><p style=""text-align: center;"">Launch of family of Nature Boost products (GS 200, CB 100 and Bio-Circle L Ultra).</p><p style=""text-align: center;"">Launch of the Clean-Box concept.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/2013_zipone.jpg/5b5008ad-74e6-4a55-a855-84ee7e77633c?t=1411069429138"" alt=""2013 - zip one cutting wheel""></img></span></p><h3 style=""text-align: center;""><strong>2013</strong></h3><p style=""text-align: center;"">Walter inaugurates new state-of-the-art sustainable manufacturing facility for the Bio-Circle product line.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/biocircle-building.jpg/eb53487d-6baf-49cd-ab22-36a03d6d0615?t=1538485846309"" alt=""2013 - zip one cutting wheel""></img></span></p><h3 style=""text-align: center;""><strong>2015</strong></h3><p style=""text-align: center;"">ZIPCUTTER is launched as Walter&#39;s first cordless grinder. It&#39;s power and long battery life raise the bar in portable grinding operations.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/ZipCutter.jpg/a2ceaae1-67d7-41af-aea5-47c615642c8c?t=1538486763027"" alt=""2013 - zip one cutting wheel""></img></span></p><h3 style=""text-align: center;""><strong>2017</strong></h3><p style=""text-align: center;"">Walter eliminates the need for hazardous weld cleaning operations with the introduction of SURFOX - a family of highly engineered electrochemical weld cleaning and marking systems.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/surfox-305.jpg/c205bf54-8129-4a64-a87d-af4d0ea6d86f?t=1538486926467"" alt=""2013 - zip one cutting wheel""></img></span></p><h3><strong>2018</strong></h3><p>ONCAP, the middle-market private equity platform of Onex Corporation, acquires a majority stake in Walter Surface Technologies in partnership with the existing management team.</p><p style=""text-align: center;""><span style=""font-size: 14px; color: rgb(209, 209, 209);""><img src=""https://www.walter.com/documents/10195/102456/oncap1.png/703c798a-728b-4fd9-9e8c-bdeec8ab1cd0?t=1539091340587"" alt=""""></img></span> </p><p><br></p>",0ZEO9000002S0ojOAC,Walter-EN_CA
Our_Pillars__c,a1z7A000001SN7TQAW,Our Pillars,"<p><strong style=""color: rgb(48, 48, 48); font-size: 18px;"">OUR PILLARS</strong></p><p><br></p><ul><li>PRODUCTIVITY</li><li>SAFETY</li><li>CUSTOMER EXPERIENCE</li></ul><p><br></p>",0ZEO9000002S0ojOAC,Walter-EN_CA
