ID,NAME,SITE_MAP_SUB_CATEGORY__C,STORE__C,STORE__R.NAME,URL__C
a2sO4000000Z0OZIA0,Cutting Fluids,a2zO40000000a9xIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/mro/cutting-fluids
a2sO4000000Z0QCIA0,Twist Drilling,a2zO40000000a6jIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/tooling/twist-drilling
a2sO4000000Z0wSIAS,Finishing,a2zO40000000a0HIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/abrasives/finishing
a2sO4000000Z0wUIAS,Your Accessories,a2zO40000000aBZIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-brushes/your-accessories
a2sO4000000Z0zhIAC,Finishing,a2zO40000000a8LIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-tools/finishing
a2sO4000000Z1J2IAK,PPE,a2zO40000000a57IAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/welding/ppe
a2sO4000000Z1kQIAS,Cutting,a2zO40000000a0HIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/abrasives/cutting
a2sO4000000Z1r3IAC,TRANSPORTATION,a2zO40000000aOTIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/industry/transportation
a2sO4000000Z20aIAC,Your Accessories,a2zO40000000a57IAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/welding/your-accessories
a2sO4000000Z25PIAS,Surfox Liquids,a2zO40000000a57IAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/welding/surfox-liquids
a2sO4000000Z26zIAC,Blending,a2zO40000000a0HIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/abrasives/blending
a2sO4000000Z270IAC,Magnetic Drilling Units,a2zO40000000a8LIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-tools/magnetic-drilling-units
a2sO4000000Z2BpIAK,Grinding,a2zO40000000a0HIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/abrasives/grinding
a2sO4000000Z2DRIA0,Sanding,a2zO40000000a0HIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/abrasives/sanding
a2sO4000000Z2GfIAK,Twist Finishing,a2zO40000000a0HIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/abrasives/twist-finishing
a2sO4000000Z2IHIA0,Your accessories,a2zO40000000a0HIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/abrasives/your-accessories
a2sO4000000Z2VBIA0,Anti-spatter,a2zO40000000a57IAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/welding/anti-spatter
a2sO4000000Z2YPIA0,Surfox,a2zO40000000a57IAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/welding/surfox
a2sO4000000Z2dFIAS,Surfox Marking & Testing,a2zO40000000a57IAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/welding/surfox-marking-testing
a2sO4000000Z2gTIAS,Weld Cleaning,a2zO40000000a57IAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/welding/weld-cleaning
a2sO4000000Z2i6IAC,AUTOMOTIVE,a2zO40000000aOTIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/industry/automotive
a2sO4000000Z2jlIAC,Deburring,a2zO40000000a6jIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/tooling/deburring
a2sO4000000Z2mvIAC,Core Cutting,a2zO40000000a6jIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/tooling/core-cutting
a2sO4000000Z2oXIAS,Countersinking,a2zO40000000a6jIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/tooling/countersinking
a2sO4000000Z2rlIAC,Tapping,a2zO40000000a6jIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/tooling/tapping
a2sO4000000Z2tNIAS,Your Accessories,a2zO40000000a6jIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/tooling/your-accessories
a2sO4000000Z2v0IAC,SAUCER-CUP Brushes,a2zO40000000aBZIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-brushes/saucer-cup-brushes
a2sO4000000Z2wbIAC,Grinding,a2zO40000000a8LIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-tools/grinding
a2sO4000000Z2yDIAS,Hand Drills,a2zO40000000a8LIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-tools/hand-drills
a2sO4000000Z2zpIAC,Your Accessories,a2zO40000000a8LIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-tools/your-accessories
a2sO4000000Z333IAC,Cleaners/Degreasers,a2zO40000000a9xIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/mro/cleaners-degreasers
a2sO4000000Z34fIAC,Corrosion protection,a2zO40000000a9xIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/mro/corrosion-protection
a2sO4000000Z37tIAC,Lubricants,a2zO40000000a9xIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/mro/lubricants
a2sO4000000Z3B7IAK,Your Accessories,a2zO40000000a9xIAA,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/mro/your-accessories
a2sO4000000Z3ELIA0,Mounted Wire Brushes,a2zO40000000aBZIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-brushes/mounted-wire-brushes
a2sO4000000Z3HZIA0,Wire Cup Brushes,a2zO40000000aBZIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-brushes/wire-cup-brushes
a2sO4000000Z3JBIA0,Wire Wheel brushes,a2zO40000000aBZIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/products/power-brushes/wire-wheel-brushes
a2sO4000000Z3r3IAC,AEROSPACE,a2zO40000000aOTIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/industry/aerospace
a2sO4000000Z3uHIAS,FOOD & PHARMACEUTICAL,a2zO40000000aOTIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/industry/food-pharmaceutical
a2sO4000000Z3vtIAC,CONSTRUCTION,a2zO40000000aOTIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/industry/construction
a2sO4000000Z3xVIAS,OIL & GAS,a2zO40000000aOTIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/industry/oil-gas
a2sO4000000aB3OIAU,TECHNICAL BULLETINS,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/technical-bulletin
a2sO4000000aB8DIAU,TECHNICAL DATASHEETS,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/technical-datasheets
a2sO4000000aB9pIAE,(M)SDS,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/safety-datasheets
a2sO4000000aB9qIAE,"Sanding, Finishing & Polishing",a2zO40000000cN3IAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/automation/sanding-finishing-polishing
a2sO4000000aBBRIA2,PARTS LIST,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/parts-list
a2sO4000000aBD3IAM,PRODUCT SHEET,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/product-sheet
a2sO4000000aBEfIAM,SAFETY FIRST,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/safety-first
a2sO4000000aBEgIAM,BENEFITS,a2zO40000000cQHIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/careers/benefits
a2sO4000000aBGHIA2,REGISTER PRODUCT,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/register-product
a2sO4000000aBJVIA2,CERTIFICATIONS,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/certifications
a2sO4000000aBL7IAM,CUSTOMER PROGRAMS,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/support/customer-programs
a2sO4000000aBOLIA2,TRAINING,a2zO40000000cJpIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/training1
a2sO4000000aBPxIAM,OUR MISSION,a2zO40000000cLRIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/our-mission
a2sO4000000aBTBIA2,HISTORY,a2zO40000000cLRIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/history
a2sO4000000aBUnIAM,SUSTAINABILITY,a2zO40000000cLRIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/sustainable-development
a2sO4000000aBWPIA2,QUALITY,a2zO40000000cLRIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/quality
a2sO4000000aBY1IAM,DEALER LOCATOR,a2zO40000000cLRIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/distributor-locator
a2sO4000000aBZdIAM,CONTACT,a2zO40000000cLRIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/contact
a2sO4000000aBbFIAU,MANAGEMENT TEAM,a2zO40000000cLRIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/management-team
a2sO4000000aBeTIAU,Brushing & Weld Cleaning,a2zO40000000cN3IAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/automation/brushing-weld-cleaning
a2sO4000000aBg5IAE,Drilling & Hole Making,a2zO40000000cN3IAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/automation/drilling-and-hole-making
a2sO4000000aBhhIAE,Cutting & Degating,a2zO40000000cN3IAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/automation/cutting-degating
a2sO4000000aBhiIAE,NEWS,a2zO40000000cOfIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/news-events/news
a2sO4000000aBkvIAE,Deburring & Deflashing,a2zO40000000cN3IAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/automation/deburring-deflashing
a2sO4000000aBmXIAU,"Grinding, Weld Blending & Bevelling",a2zO40000000cN3IAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/automation/grinding-weld-blending-beveling
a2sO4000000aBo9IAE,Automation Form,a2zO40000000cN3IAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/about-us/automation/automation-form
a2sO4000000aBrNIAU,EVENTS,a2zO40000000cOfIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/news-events/events
a2sO4000000aBszIAE,FAQ,a2zO40000000cQHIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/careers/faq
a2sO4000000aBubIAE,JOB OFFERS,a2zO40000000cQHIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/careers/job-offers
a2sO4000000aBwDIAU,HIRING PROCESS,a2zO40000000cQHIAY,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/careers/hiring-process
a2sO4000000aBxpIAE,PRESS KIT,a2zO40000000cRtIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/media-center/press-kit
a2sO4000000aBzRIAU,APPS,a2zO40000000cRtIAI,0ZEO9000002S0ojOAC,Walter-EN_CA,https://www.walter.com/en_CA/media-center/apps
a2sO4000000jwflIAA,Tier 1,a2zO40000000n5ZIAQ,0ZEO9000002S0ojOAC,Walter-EN_CA,#
